Pair,Predictor
4430,soilwater_LEAD4
4431,NDSI
4431,soilwater_LEAD8
4432,NDSI
4432,soilwater_LEAD12
4433,NDSI
4433,soilwaterS_LAG4
4434,NDSI
4434,soilwaterS_LAG8
4435,NDSI
4435,soilwaterS_LAG12
4436,NDSI
4436,soilwaterS_LEAD4
4437,NDSI
4437,soilwaterS_LEAD8
4438,NDSI
4438,soilwaterS_LEAD12
4439,NDSI
4439,aet_LAG4
4440,NDSI
4440,aet_LAG8
4441,NDSI
4441,aet_LAG12
4442,NDSI
4442,aet_LEAD4
4443,NDSI
4443,aet_LEAD8
4444,NDSI
4444,aet_LEAD12
4445,NDSI
4445,aetS_LAG4
4446,NDSI
4446,aetS_LAG8
4447,NDSI
4447,aetS_LAG12
4448,NDSI
4448,aetS_LEAD4
4449,NDSI
4449,aetS_LEAD8
4450,NDSI
4450,aetS_LEAD12
4451,NDSI
4451,TA_LAG1
4452,NDSI
4452,TA_LAG2
4453,NDSI
4453,TA_LAG3
4454,NDSI
4454,TA_LEAD1
4455,NDSI
4455,TA_LEAD2
4456,NDSI
4456,TA_LEAD3
4457,NDSI
4457,SW_IN_LAG1
4458,NDSI
4458,SW_IN_LAG2
4459,NDSI
4459,SW_IN_LAG3
4460,NDSI
4460,SW_IN_LEAD1
4461,NDSI
4461,SW_IN_LEAD3
4462,NDSI
4462,LW_IN_LAG1
4463,NDSI
4463,LW_IN_LAG2
4464,NDSI
4464,LW_IN_LAG3
4465,NDSI
4465,LW_IN_LEAD1
4466,NDSI
4466,LW_IN_LEAD2
4467,NDSI
4467,LW_IN_LEAD3
4468,NDSI
4468,PA_LAG1
4469,NDSI
4469,PA_LAG2
4470,NDSI
4470,PA_LAG3
4471,NDSI
4471,PA_LEAD1
4472,NDSI
4472,PA_LEAD2
4473,NDSI
4473,PA_LEAD3
4474,NDSI
4474,VPD_LAG1
4475,NDSI
4475,VPD_LAG2
4476,NDSI
4476,VPD_LAG3
4477,NDSI
4477,VPD_LEAD1
4478,NDSI
4478,VPD_LEAD2
4479,NDSI
4479,VPD_LEAD3
4480,NDSI
4480,P_LAG1
4481,NDSI
4481,P_LAG2
4482,NDSI
4482,P_LAG3
4483,NDSI
4483,P_LEAD1
4484,NDSI
4484,P_LEAD2
4485,NDSI
4485,P_LEAD3
4486,NDSI
4486,NEE_LAG1
4487,NDSI
4487,NEE_LAG2
4488,NDSI
4488,NEE_LAG3
4489,NDSI
4489,NEE_LEAD1
4490,NDSI
4490,NEE_LEAD2
4491,NDSI
4491,NEE_LEAD3
4492,NDSI
4492,GPP_LAG1
4493,NDSI
4493,GPP_LAG2
4494,NDSI
4494,GPP_LAG3
4495,NDSI
4495,GPP_LEAD1
4496,NDSI
4496,GPP_LEAD2
4497,NDSI
4497,GPP_LEAD3
4498,NDSI
4498,RECO_LAG1
4499,NDSI
4499,RECO_LAG2
4500,NDSI
4500,RECO_LAG3
4501,NDSI
4501,RECO_LEAD1
4502,NDSI
4502,RECO_LEAD2
4503,NDSI
4503,RECO_LEAD3
4504,NDSI
4504,LE_LAG1
4505,NDSI
4505,LE_LAG2
4506,NDSI
4506,LE_LAG3
4507,NDSI
4507,LE_LEAD1
4508,NDSI
4508,LE_LEAD2
4509,NDSI
4509,LE_LEAD3
4510,NDVI
4510,EVI
4511,NDVI
4511,NDWI
4512,NDVI
4512,SRWI
4513,NDVI
4513,LSWI
4514,NDVI
4514,LSTN
4515,NDVI
4515,NDSI_mean
4516,NDVI
4516,NDVI_mean
4517,NDVI
4517,EVI_mean
4518,NDVI
4518,NDWI_mean
4519,NDVI
4519,SRWI_mean
4520,NDVI
4520,LSWI_mean
4521,NDVI
4521,LSTN_mean
4522,NDVI
4522,NDSI_min
4523,NDVI
4523,NDVI_min
4524,NDVI
4524,EVI_min
4525,NDVI
4525,NDWI_min
4526,NDVI
4526,SRWI_min
4527,NDVI
4527,LSWI_min
4528,NDVI
4528,LSTN_min
4529,NDVI
4529,NDSI_max
4530,NDVI
4530,NDVI_max
4531,NDVI
4531,EVI_max
4532,NDVI
4532,NDWI_max
4533,NDVI
4533,SRWI_max
4534,NDVI
4534,LSWI_max
4535,NDVI
4535,LSTN_max
4536,NDVI
4536,NDSI_amp
4537,NDVI
4537,NDVI_amp
4538,NDVI
4538,EVI_amp
4539,NDVI
4539,NDWI_amp
4540,NDVI
4540,SRWI_amp
4541,NDVI
4541,LSWI_amp
4542,NDVI
4542,LSTN_amp
4543,NDVI
4543,WF
4544,NDVI
4544,WFS
4545,NDVI
4545,WFR
4546,NDVI
4546,aet
4547,NDVI
4547,aetS
4548,NDVI
4548,aetR
4549,NDVI
4549,soilwater
4550,NDVI
4550,soilwaterS
4551,NDVI
4551,soilwaterR
4552,NDVI
4552,nx_depo
4553,NDVI
4553,ny_dep
4554,NDVI
4554,s_dep
4555,NDVI
4555,nt_depo
4556,NDVI
4556,bare
4557,NDVI
4557,shrub
4558,NDVI
4558,tree
4559,NDVI
4559,rpot
4560,NDVI
4560,canopyht
4561,NDVI
4561,cti
4562,NDVI
4562,wc_mat
4563,NDVI
4563,wc_dtr
4564,NDVI
4564,wc_iso
4565,NDVI
4565,wc_ts
4566,NDVI
4566,wc_mtqm
4567,NDVI
4567,wc_mtcm
4568,NDVI
4568,wc_tr
4569,NDVI
4569,wc_mtwtq
4570,NDVI
4570,wc_mtdq
4571,NDVI
4571,wc_mtwq
4572,NDVI
4572,wc_mtcq
4573,NDVI
4573,wc_map
4574,NDVI
4574,wc_pwtm
4575,NDVI
4575,wc_pdm
4576,NDVI
4576,wc_ps
4577,NDVI
4577,wc_pwtq
4578,NDVI
4578,wc_pdq
4579,NDVI
4579,wc_pwq
4580,NDVI
4580,wc_pcq
4581,NDVI
4581,awc
4582,NDVI
4582,bd
4583,NDVI
4583,clay
4584,NDVI
4584,hist
4585,NDVI
4585,ocd
4586,NDVI
4586,ph
4587,NDVI
4587,cont
4588,NDVI
4588,corr
4589,NDVI
4589,cv
4590,NDVI
4590,diss
4591,NDVI
4591,east
4592,NDVI
4592,elev
4593,NDVI
4593,entr
4594,NDVI
4594,even
4595,NDVI
4595,flat
4596,NDVI
4596,HD
4597,NDVI
4597,HD7
4598,NDVI
4598,HD9
4599,NDVI
4599,hollow
4600,NDVI
4600,homo
4601,NDVI
4601,max
4602,NDVI
4602,north
4603,NDVI
4603,pcurv
4604,NDVI
4604,rang
4605,NDVI
4605,rough
4606,NDVI
4606,shan
4607,NDVI
4607,simp
4608,NDVI
4608,slope
4609,NDVI
4609,std
4610,NDVI
4610,tcurv
4611,NDVI
4611,tpi
4612,NDVI
4612,unif
4613,NDVI
4613,var
4614,NDVI
4614,rpot_LAG4
4615,NDVI
4615,rpot_LAG8
4616,NDVI
4616,rpot_LAG12
4617,NDVI
4617,rpot_LEAD4
4618,NDVI
4618,rpot_LEAD8
4619,NDVI
4619,rpot_LEAD12
4620,NDVI
4620,WFS_LAG4
4621,NDVI
4621,WFS_LAG8
4622,NDVI
4622,WFS_LAG12
4623,NDVI
4623,WFS_LEAD4
4624,NDVI
4624,WFS_LEAD8
4625,NDVI
4625,WFS_LEAD12
4626,NDVI
4626,LSTN_LAG1
4627,NDVI
4627,LSTN_LAG2
4628,NDVI
4628,LSTN_LAG3
4629,NDVI
4629,LSTN_LEAD1
4630,NDVI
4630,LSTN_LEAD2
4631,NDVI
4631,LSTN_LEAD3
4632,NDVI
4632,NDSI_LAG1
4633,NDVI
4633,NDSI_LAG2
4634,NDVI
4634,NDSI_LAG3
4635,NDVI
4635,NDSI_LEAD1
4636,NDVI
4636,NDSI_LEAD2
4637,NDVI
4637,NDSI_LEAD3
4638,NDVI
4638,NDVI_LAG1
4639,NDVI
4639,NDVI_LAG2
4640,NDVI
4640,NDVI_LAG3
4641,NDVI
4641,NDVI_LEAD1
4642,NDVI
4642,NDVI_LEAD2
4643,NDVI
4643,NDVI_LEAD3
4644,NDVI
4644,EVI_LAG1
4645,NDVI
4645,EVI_LAG2
4646,NDVI
4646,EVI_LAG3
4647,NDVI
4647,EVI_LEAD1
4648,NDVI
4648,EVI_LEAD2
4649,NDVI
4649,EVI_LEAD3
4650,NDVI
4650,NDWI_LAG1
4651,NDVI
4651,NDWI_LAG2
4652,NDVI
4652,NDWI_LAG3
4653,NDVI
4653,NDWI_LEAD1
4654,NDVI
4654,NDWI_LEAD2
4655,NDVI
4655,NDWI_LEAD3
4656,NDVI
4656,SRWI_LAG1
4657,NDVI
4657,SRWI_LAG2
4658,NDVI
4658,SRWI_LAG3
4659,NDVI
4659,SRWI_LEAD1
4660,NDVI
4660,SRWI_LEAD2
4661,NDVI
4661,SRWI_LEAD3
4662,NDVI
4662,LSWI_LAG1
4663,NDVI
4663,LSWI_LAG2
4664,NDVI
4664,LSWI_LAG3
4665,NDVI
4665,LSWI_LEAD1
4666,NDVI
4666,LSWI_LEAD2
4667,NDVI
4667,LSWI_LEAD3
4668,NDVI
4668,soilwater_LAG4
4669,NDVI
4669,soilwater_LAG8
4670,NDVI
4670,soilwater_LAG12
4671,NDVI
4671,soilwater_LEAD4
4672,NDVI
4672,soilwater_LEAD8
4673,NDVI
4673,soilwater_LEAD12
4674,NDVI
4674,soilwaterS_LAG4
4675,NDVI
4675,soilwaterS_LAG8
4676,NDVI
4676,soilwaterS_LAG12
4677,NDVI
4677,soilwaterS_LEAD4
4678,NDVI
4678,soilwaterS_LEAD8
4679,NDVI
4679,soilwaterS_LEAD12
4680,NDVI
4680,aet_LAG4
4681,NDVI
4681,aet_LAG8
4682,NDVI
4682,aet_LAG12
4683,NDVI
4683,aet_LEAD4
4684,NDVI
4684,aet_LEAD8
4685,NDVI
4685,aet_LEAD12
4686,NDVI
4686,aetS_LAG4
4687,NDVI
4687,aetS_LAG8
4688,NDVI
4688,aetS_LAG12
4689,NDVI
4689,aetS_LEAD4
4690,NDVI
4690,aetS_LEAD8
4691,NDVI
4691,aetS_LEAD12
4692,NDVI
4692,TA_LAG1
4693,NDVI
4693,TA_LAG2
4694,NDVI
4694,TA_LAG3
4695,NDVI
4695,TA_LEAD1
4696,NDVI
4696,TA_LEAD2
4697,NDVI
4697,TA_LEAD3
4698,NDVI
4698,SW_IN_LAG1
4699,NDVI
4699,SW_IN_LAG2
4700,NDVI
4700,SW_IN_LAG3
4701,NDVI
4701,SW_IN_LEAD1
4702,NDVI
4702,SW_IN_LEAD3
4703,NDVI
4703,LW_IN_LAG1
4704,NDVI
4704,LW_IN_LAG2
4705,NDVI
4705,LW_IN_LAG3
4706,NDVI
4706,LW_IN_LEAD1
4707,NDVI
4707,LW_IN_LEAD2
4708,NDVI
4708,LW_IN_LEAD3
4709,NDVI
4709,PA_LAG1
4710,NDVI
4710,PA_LAG2
4711,NDVI
4711,PA_LAG3
4712,NDVI
4712,PA_LEAD1
4713,NDVI
4713,PA_LEAD2
4714,NDVI
4714,PA_LEAD3
4715,NDVI
4715,VPD_LAG1
4716,NDVI
4716,VPD_LAG2
4717,NDVI
4717,VPD_LAG3
4718,NDVI
4718,VPD_LEAD1
4719,NDVI
4719,VPD_LEAD2
4720,NDVI
4720,VPD_LEAD3
4721,NDVI
4721,P_LAG1
4722,NDVI
4722,P_LAG2
4723,NDVI
4723,P_LAG3
4724,NDVI
4724,P_LEAD1
4725,NDVI
4725,P_LEAD2
4726,NDVI
4726,P_LEAD3
4727,NDVI
4727,NEE_LAG1
4728,NDVI
4728,NEE_LAG2
4729,NDVI
4729,NEE_LAG3
4730,NDVI
4730,NEE_LEAD1
4731,NDVI
4731,NEE_LEAD2
4732,NDVI
4732,NEE_LEAD3
4733,NDVI
4733,GPP_LAG1
4734,NDVI
4734,GPP_LAG2
4735,NDVI
4735,GPP_LAG3
4736,NDVI
4736,GPP_LEAD1
4737,NDVI
4737,GPP_LEAD2
4738,NDVI
4738,GPP_LEAD3
4739,NDVI
4739,RECO_LAG1
4740,NDVI
4740,RECO_LAG2
4741,NDVI
4741,RECO_LAG3
4742,NDVI
4742,RECO_LEAD1
4743,NDVI
4743,RECO_LEAD2
4744,NDVI
4744,RECO_LEAD3
4745,NDVI
4745,LE_LAG1
4746,NDVI
4746,LE_LAG2
4747,NDVI
4747,LE_LAG3
4748,NDVI
4748,LE_LEAD1
4749,NDVI
4749,LE_LEAD2
4750,NDVI
4750,LE_LEAD3
4751,EVI
4751,NDWI
4752,EVI
4752,SRWI
4753,EVI
4753,LSWI
4754,EVI
4754,LSTN
4755,EVI
4755,NDSI_mean
4756,EVI
4756,NDVI_mean
4757,EVI
4757,EVI_mean
4758,EVI
4758,NDWI_mean
4759,EVI
4759,SRWI_mean
4760,EVI
4760,LSWI_mean
4761,EVI
4761,LSTN_mean
4762,EVI
4762,NDSI_min
4763,EVI
4763,NDVI_min
4764,EVI
4764,EVI_min
4765,EVI
4765,NDWI_min
4766,EVI
4766,SRWI_min
4767,EVI
4767,LSWI_min
4768,EVI
4768,LSTN_min
4769,EVI
4769,NDSI_max
4770,EVI
4770,NDVI_max
4771,EVI
4771,EVI_max
4772,EVI
4772,NDWI_max
4773,EVI
4773,SRWI_max
4774,EVI
4774,LSWI_max
4775,EVI
4775,LSTN_max
4776,EVI
4776,NDSI_amp
4777,EVI
4777,NDVI_amp
4778,EVI
4778,EVI_amp
4779,EVI
4779,NDWI_amp
4780,EVI
4780,SRWI_amp
4781,EVI
4781,LSWI_amp
4782,EVI
4782,LSTN_amp
4783,EVI
4783,WF
4784,EVI
4784,WFS
4785,EVI
4785,WFR
4786,EVI
4786,aet
4787,EVI
4787,aetS
4788,EVI
4788,aetR
4789,EVI
4789,soilwater
4790,EVI
4790,soilwaterS
4791,EVI
4791,soilwaterR
4792,EVI
4792,nx_depo
4793,EVI
4793,ny_dep
4794,EVI
4794,s_dep
4795,EVI
4795,nt_depo
4796,EVI
4796,bare
4797,EVI
4797,shrub
4798,EVI
4798,tree
4799,EVI
4799,rpot
4800,EVI
4800,canopyht
4801,EVI
4801,cti
4802,EVI
4802,wc_mat
4803,EVI
4803,wc_dtr
4804,EVI
4804,wc_iso
4805,EVI
4805,wc_ts
4806,EVI
4806,wc_mtqm
4807,EVI
4807,wc_mtcm
4808,EVI
4808,wc_tr
4809,EVI
4809,wc_mtwtq
4810,EVI
4810,wc_mtdq
4811,EVI
4811,wc_mtwq
4812,EVI
4812,wc_mtcq
4813,EVI
4813,wc_map
4814,EVI
4814,wc_pwtm
4815,EVI
4815,wc_pdm
4816,EVI
4816,wc_ps
4817,EVI
4817,wc_pwtq
4818,EVI
4818,wc_pdq
4819,EVI
4819,wc_pwq
4820,EVI
4820,wc_pcq
4821,EVI
4821,awc
4822,EVI
4822,bd
4823,EVI
4823,clay
4824,EVI
4824,hist
4825,EVI
4825,ocd
4826,EVI
4826,ph
4827,EVI
4827,cont
4828,EVI
4828,corr
4829,EVI
4829,cv
4830,EVI
4830,diss
4831,EVI
4831,east
4832,EVI
4832,elev
4833,EVI
4833,entr
4834,EVI
4834,even
4835,EVI
4835,flat
4836,EVI
4836,HD
4837,EVI
4837,HD7
4838,EVI
4838,HD9
4839,EVI
4839,hollow
4840,EVI
4840,homo
4841,EVI
4841,max
4842,EVI
4842,north
4843,EVI
4843,pcurv
4844,EVI
4844,rang
4845,EVI
4845,rough
4846,EVI
4846,shan
4847,EVI
4847,simp
4848,EVI
4848,slope
4849,EVI
4849,std
4850,EVI
4850,tcurv
4851,EVI
4851,tpi
4852,EVI
4852,unif
4853,EVI
4853,var
4854,EVI
4854,rpot_LAG4
4855,EVI
4855,rpot_LAG8
4856,EVI
4856,rpot_LAG12
4857,EVI
4857,rpot_LEAD4
4858,EVI
4858,rpot_LEAD8
4859,EVI
4859,rpot_LEAD12
4860,EVI
4860,WFS_LAG4
4861,EVI
4861,WFS_LAG8
4862,EVI
4862,WFS_LAG12
4863,EVI
4863,WFS_LEAD4
4864,EVI
4864,WFS_LEAD8
4865,EVI
4865,WFS_LEAD12
4866,EVI
4866,LSTN_LAG1
4867,EVI
4867,LSTN_LAG2
4868,EVI
4868,LSTN_LAG3
4869,EVI
4869,LSTN_LEAD1
4870,EVI
4870,LSTN_LEAD2
4871,EVI
4871,LSTN_LEAD3
4872,EVI
4872,NDSI_LAG1
4873,EVI
4873,NDSI_LAG2
4874,EVI
4874,NDSI_LAG3
4875,EVI
4875,NDSI_LEAD1
4876,EVI
4876,NDSI_LEAD2
4877,EVI
4877,NDSI_LEAD3
4878,EVI
4878,NDVI_LAG1
4879,EVI
4879,NDVI_LAG2
4880,EVI
4880,NDVI_LAG3
4881,EVI
4881,NDVI_LEAD1
4882,EVI
4882,NDVI_LEAD2
4883,EVI
4883,NDVI_LEAD3
4884,EVI
4884,EVI_LAG1
4885,EVI
4885,EVI_LAG2
4886,EVI
4886,EVI_LAG3
4887,EVI
4887,EVI_LEAD1
4888,EVI
4888,EVI_LEAD2
4889,EVI
4889,EVI_LEAD3
4890,EVI
4890,NDWI_LAG1
4891,EVI
4891,NDWI_LAG2
4892,EVI
4892,NDWI_LAG3
4893,EVI
4893,NDWI_LEAD1
4894,EVI
4894,NDWI_LEAD2
4895,EVI
4895,NDWI_LEAD3
4896,EVI
4896,SRWI_LAG1
4897,EVI
4897,SRWI_LAG2
4898,EVI
4898,SRWI_LAG3
4899,EVI
4899,SRWI_LEAD1
4900,EVI
4900,SRWI_LEAD2
4901,EVI
4901,SRWI_LEAD3
4902,EVI
4902,LSWI_LAG1
4903,EVI
4903,LSWI_LAG2
4904,EVI
4904,LSWI_LAG3
4905,EVI
4905,LSWI_LEAD1
4906,EVI
4906,LSWI_LEAD2
4907,EVI
4907,LSWI_LEAD3
4908,EVI
4908,soilwater_LAG4
4909,EVI
4909,soilwater_LAG8
4910,EVI
4910,soilwater_LAG12
4911,EVI
4911,soilwater_LEAD4
4912,EVI
4912,soilwater_LEAD8
4913,EVI
4913,soilwater_LEAD12
4914,EVI
4914,soilwaterS_LAG4
4915,EVI
4915,soilwaterS_LAG8
4916,EVI
4916,soilwaterS_LAG12
4917,EVI
4917,soilwaterS_LEAD4
4918,EVI
4918,soilwaterS_LEAD8
4919,EVI
4919,soilwaterS_LEAD12
4920,EVI
4920,aet_LAG4
4921,EVI
4921,aet_LAG8
4922,EVI
4922,aet_LAG12
4923,EVI
4923,aet_LEAD4
4924,EVI
4924,aet_LEAD8
4925,EVI
4925,aet_LEAD12
4926,EVI
4926,aetS_LAG4
4927,EVI
4927,aetS_LAG8
4928,EVI
4928,aetS_LAG12
4929,EVI
4929,aetS_LEAD4
4930,EVI
4930,aetS_LEAD8
4931,EVI
4931,aetS_LEAD12
4932,EVI
4932,TA_LAG1
4933,EVI
4933,TA_LAG2
4934,EVI
4934,TA_LAG3
4935,EVI
4935,TA_LEAD1
4936,EVI
4936,TA_LEAD2
4937,EVI
4937,TA_LEAD3
4938,EVI
4938,SW_IN_LAG1
4939,EVI
4939,SW_IN_LAG2
4940,EVI
4940,SW_IN_LAG3
4941,EVI
4941,SW_IN_LEAD1
4942,EVI
4942,SW_IN_LEAD3
4943,EVI
4943,LW_IN_LAG1
4944,EVI
4944,LW_IN_LAG2
4945,EVI
4945,LW_IN_LAG3
4946,EVI
4946,LW_IN_LEAD1
4947,EVI
4947,LW_IN_LEAD2
4948,EVI
4948,LW_IN_LEAD3
4949,EVI
4949,PA_LAG1
4950,EVI
4950,PA_LAG2
4951,EVI
4951,PA_LAG3
4952,EVI
4952,PA_LEAD1
4953,EVI
4953,PA_LEAD2
4954,EVI
4954,PA_LEAD3
4955,EVI
4955,VPD_LAG1
4956,EVI
4956,VPD_LAG2
4957,EVI
4957,VPD_LAG3
4958,EVI
4958,VPD_LEAD1
4959,EVI
4959,VPD_LEAD2
4960,EVI
4960,VPD_LEAD3
4961,EVI
4961,P_LAG1
4962,EVI
4962,P_LAG2
4963,EVI
4963,P_LAG3
4964,EVI
4964,P_LEAD1
4965,EVI
4965,P_LEAD2
4966,EVI
4966,P_LEAD3
4967,EVI
4967,NEE_LAG1
4968,EVI
4968,NEE_LAG2
4969,EVI
4969,NEE_LAG3
4970,EVI
4970,NEE_LEAD1
4971,EVI
4971,NEE_LEAD2
4972,EVI
4972,NEE_LEAD3
4973,EVI
4973,GPP_LAG1
4974,EVI
4974,GPP_LAG2
4975,EVI
4975,GPP_LAG3
4976,EVI
4976,GPP_LEAD1
4977,EVI
4977,GPP_LEAD2
4978,EVI
4978,GPP_LEAD3
4979,EVI
4979,RECO_LAG1
4980,EVI
4980,RECO_LAG2
4981,EVI
4981,RECO_LAG3
4982,EVI
4982,RECO_LEAD1
4983,EVI
4983,RECO_LEAD2
4984,EVI
4984,RECO_LEAD3
4985,EVI
4985,LE_LAG1
4986,EVI
4986,LE_LAG2
4987,EVI
4987,LE_LAG3
4988,EVI
4988,LE_LEAD1
4989,EVI
4989,LE_LEAD2
4990,EVI
4990,LE_LEAD3
4991,NDWI
4991,SRWI
4992,NDWI
4992,LSWI
4993,NDWI
4993,LSTN
4994,NDWI
4994,NDSI_mean
4995,NDWI
4995,NDVI_mean
4996,NDWI
4996,EVI_mean
4997,NDWI
4997,NDWI_mean
4998,NDWI
4998,SRWI_mean
4999,NDWI
4999,LSWI_mean
5000,NDWI
5000,LSTN_mean
5001,NDWI
5001,NDSI_min
5002,NDWI
5002,NDVI_min
5003,NDWI
5003,EVI_min
5004,NDWI
5004,NDWI_min
5005,NDWI
5005,SRWI_min
5006,NDWI
5006,LSWI_min
5007,NDWI
5007,LSTN_min
5008,NDWI
5008,NDSI_max
5009,NDWI
5009,NDVI_max
5010,NDWI
5010,EVI_max
5011,NDWI
5011,NDWI_max
5012,NDWI
5012,SRWI_max
5013,NDWI
5013,LSWI_max
5014,NDWI
5014,LSTN_max
5015,NDWI
5015,NDSI_amp
5016,NDWI
5016,NDVI_amp
5017,NDWI
5017,EVI_amp
5018,NDWI
5018,NDWI_amp
5019,NDWI
5019,SRWI_amp
5020,NDWI
5020,LSWI_amp
5021,NDWI
5021,LSTN_amp
5022,NDWI
5022,WF
5023,NDWI
5023,WFS
5024,NDWI
5024,WFR
5025,NDWI
5025,aet
5026,NDWI
5026,aetS
5027,NDWI
5027,aetR
5028,NDWI
5028,soilwater
5029,NDWI
5029,soilwaterS
5030,NDWI
5030,soilwaterR
5031,NDWI
5031,nx_depo
5032,NDWI
5032,ny_dep
5033,NDWI
5033,s_dep
5034,NDWI
5034,nt_depo
5035,NDWI
5035,bare
5036,NDWI
5036,shrub
5037,NDWI
5037,tree
5038,NDWI
5038,rpot
5039,NDWI
5039,canopyht
5040,NDWI
5040,cti
5041,NDWI
5041,wc_mat
5042,NDWI
5042,wc_dtr
5043,NDWI
5043,wc_iso
5044,NDWI
5044,wc_ts
5045,NDWI
5045,wc_mtqm
5046,NDWI
5046,wc_mtcm
5047,NDWI
5047,wc_tr
5048,NDWI
5048,wc_mtwtq
5049,NDWI
5049,wc_mtdq
5050,NDWI
5050,wc_mtwq
5051,NDWI
5051,wc_mtcq
5052,NDWI
5052,wc_map
5053,NDWI
5053,wc_pwtm
5054,NDWI
5054,wc_pdm
5055,NDWI
5055,wc_ps
5056,NDWI
5056,wc_pwtq
5057,NDWI
5057,wc_pdq
5058,NDWI
5058,wc_pwq
5059,NDWI
5059,wc_pcq
5060,NDWI
5060,awc
5061,NDWI
5061,bd
5062,NDWI
5062,clay
5063,NDWI
5063,hist
5064,NDWI
5064,ocd
5065,NDWI
5065,ph
5066,NDWI
5066,cont
5067,NDWI
5067,corr
5068,NDWI
5068,cv
5069,NDWI
5069,diss
5070,NDWI
5070,east
5071,NDWI
5071,elev
5072,NDWI
5072,entr
5073,NDWI
5073,even
5074,NDWI
5074,flat
5075,NDWI
5075,HD
5076,NDWI
5076,HD7
5077,NDWI
5077,HD9
5078,NDWI
5078,hollow
5079,NDWI
5079,homo
5080,NDWI
5080,max
5081,NDWI
5081,north
5082,NDWI
5082,pcurv
5083,NDWI
5083,rang
5084,NDWI
5084,rough
5085,NDWI
5085,shan
5086,NDWI
5086,simp
5087,NDWI
5087,slope
5088,NDWI
5088,std
5089,NDWI
5089,tcurv
5090,NDWI
5090,tpi
5091,NDWI
5091,unif
5092,NDWI
5092,var
5093,NDWI
5093,rpot_LAG4
5094,NDWI
5094,rpot_LAG8
5095,NDWI
5095,rpot_LAG12
5096,NDWI
5096,rpot_LEAD4
5097,NDWI
5097,rpot_LEAD8
5098,NDWI
5098,rpot_LEAD12
5099,NDWI
5099,WFS_LAG4
5100,NDWI
5100,WFS_LAG8
5101,NDWI
5101,WFS_LAG12
5102,NDWI
5102,WFS_LEAD4
5103,NDWI
5103,WFS_LEAD8
5104,NDWI
5104,WFS_LEAD12
5105,NDWI
5105,LSTN_LAG1
5106,NDWI
5106,LSTN_LAG2
5107,NDWI
5107,LSTN_LAG3
5108,NDWI
5108,LSTN_LEAD1
5109,NDWI
5109,LSTN_LEAD2
5110,NDWI
5110,LSTN_LEAD3
5111,NDWI
5111,NDSI_LAG1
5112,NDWI
5112,NDSI_LAG2
5113,NDWI
5113,NDSI_LAG3
5114,NDWI
5114,NDSI_LEAD1
5115,NDWI
5115,NDSI_LEAD2
5116,NDWI
5116,NDSI_LEAD3
5117,NDWI
5117,NDVI_LAG1
5118,NDWI
5118,NDVI_LAG2
5119,NDWI
5119,NDVI_LAG3
5120,NDWI
5120,NDVI_LEAD1
5121,NDWI
5121,NDVI_LEAD2
5122,NDWI
5122,NDVI_LEAD3
5123,NDWI
5123,EVI_LAG1
5124,NDWI
5124,EVI_LAG2
5125,NDWI
5125,EVI_LAG3
5126,NDWI
5126,EVI_LEAD1
5127,NDWI
5127,EVI_LEAD2
5128,NDWI
5128,EVI_LEAD3
5129,NDWI
5129,NDWI_LAG1
5130,NDWI
5130,NDWI_LAG2
5131,NDWI
5131,NDWI_LAG3
5132,NDWI
5132,NDWI_LEAD1
5133,NDWI
5133,NDWI_LEAD2
5134,NDWI
5134,NDWI_LEAD3
5135,NDWI
5135,SRWI_LAG1
5136,NDWI
5136,SRWI_LAG2
5137,NDWI
5137,SRWI_LAG3
5138,NDWI
5138,SRWI_LEAD1
5139,NDWI
5139,SRWI_LEAD2
5140,NDWI
5140,SRWI_LEAD3
5141,NDWI
5141,LSWI_LAG1
5142,NDWI
5142,LSWI_LAG2
5143,NDWI
5143,LSWI_LAG3
5144,NDWI
5144,LSWI_LEAD1
5145,NDWI
5145,LSWI_LEAD2
5146,NDWI
5146,LSWI_LEAD3
5147,NDWI
5147,soilwater_LAG4
5148,NDWI
5148,soilwater_LAG8
5149,NDWI
5149,soilwater_LAG12
5150,NDWI
5150,soilwater_LEAD4
5151,NDWI
5151,soilwater_LEAD8
5152,NDWI
5152,soilwater_LEAD12
5153,NDWI
5153,soilwaterS_LAG4
5154,NDWI
5154,soilwaterS_LAG8
5155,NDWI
5155,soilwaterS_LAG12
5156,NDWI
5156,soilwaterS_LEAD4
5157,NDWI
5157,soilwaterS_LEAD8
5158,NDWI
5158,soilwaterS_LEAD12
5159,NDWI
5159,aet_LAG4
5160,NDWI
5160,aet_LAG8
5161,NDWI
5161,aet_LAG12
5162,NDWI
5162,aet_LEAD4
5163,NDWI
5163,aet_LEAD8
5164,NDWI
5164,aet_LEAD12
5165,NDWI
5165,aetS_LAG4
5166,NDWI
5166,aetS_LAG8
5167,NDWI
5167,aetS_LAG12
5168,NDWI
5168,aetS_LEAD4
5169,NDWI
5169,aetS_LEAD8
5170,NDWI
5170,aetS_LEAD12
5171,NDWI
5171,TA_LAG1
5172,NDWI
5172,TA_LAG2
5173,NDWI
5173,TA_LAG3
5174,NDWI
5174,TA_LEAD1
5175,NDWI
5175,TA_LEAD2
5176,NDWI
5176,TA_LEAD3
5177,NDWI
5177,SW_IN_LAG1
5178,NDWI
5178,SW_IN_LAG2
5179,NDWI
5179,SW_IN_LAG3
